user_id,item_list,item_values
7192,18935 11500 17570 12016 20402 6339 11337 18039 19654 1671,"[4.257355955751815, 4.148105462809576, 4.086589828177077, 4.084761157611673, 4.079297541154091, 4.0336758974077, 4.021558323834966, 4.0199647798576725, 4.014451180537671, 3.9974021409528433]"
7193,11500 21699 11212 15500 17209 13600 19564 6260 18935 9404,"[4.764371624898049, 4.736172866417836, 4.699477014431648, 4.686592828618596, 4.66203474466283, 4.660816728964094, 4.645809466667454, 4.630230551654478, 4.6127019025824, 4.595223647226822]"
7194,15500 12648 21644 20027 6260 10025 18940 11559 8544 12032,"[4.034377292083532, 3.8413198632552468, 3.8392548518753804, 3.812722867004268, 3.811710711010314, 3.802098813645684, 3.7750173071998367, 3.7692087218944246, 3.7655076631483886, 3.7600501879326114]"
7195,8266 13607 1671 11212 18935 5597 6022 2424 3520 6260,"[3.858142492111455, 3.790031014426236, 3.7833841267802537, 3.771688399821456, 3.7677637830353983, 3.716353657027198, 3.714777465605489, 3.6995994119356963, 3.69796302244999, 3.6927430550840383]"
7196,7921 15500 8016 12648 17889 19574 6267 19391 18940 6866,"[3.921554971421096, 3.836747578992962, 3.773512046587404, 3.7624073374532023, 3.7559527972413926, 3.726172601289122, 3.7214243705666497, 3.7146621470292103, 3.7141263023371307, 3.659497670655893]"
7197,6957 6339 13607 21926 18039 13871 18935 7595 1671 3191,"[5.11944240488127, 5.1174227159537455, 5.107383228607714, 5.084436967485351, 5.057267724264013, 5.026090908054617, 5.016945358454242, 4.994326673978067, 4.963052003820405, 4.962809259602158]"
7198,8175 15500 11212 1671 21926 8266 13729 17033 20027 13600,"[3.9286683119933743, 3.9102238269465803, 3.8966334163222522, 3.836863607656323, 3.811872275909537, 3.8021235565806757, 3.7753817662263773, 3.769094920210683, 3.7670062959732538, 3.7615766332835827]"
7199,21699 18935 6339 8175 6752 21992 6131 20027 1130 13607,"[4.676515141722489, 4.626480576770564, 4.621291618125038, 4.607433613625802, 4.57585302561171, 4.560795227993531, 4.536653045260971, 4.526594780682242, 4.516666120589788, 4.498772937306793]"
7200,18935 15500 21699 6339 8175 15694 10058 13729 18661 21992,"[4.714383807574013, 4.703685545898459, 4.603783141263079, 4.591109177533413, 4.585530550662876, 4.557525523626821, 4.548519908202268, 4.546217584252993, 4.509038680292547, 4.505091078119563]"
7201,18935 15500 19654 6267 6339 8175 13857 7342 16087 15694,"[4.593767473462416, 4.470360141071919, 4.408007977328326, 4.383556967822826, 4.381921281455264, 4.379228944463426, 4.369059881907892, 4.367962279434375, 4.365531474856232, 4.34840123224221]"
7202,8175 21926 17033 12032 15500 13729 20402 21699 1671 4944,"[4.758563844991274, 4.751383432164708, 4.738588600173151, 4.722507968022278, 4.721981003433771, 4.70271485651377, 4.698781969070383, 4.695388034429235, 4.695103311157186, 4.669058138533722]"
7203,18935 13607 1671 19654 6339 20402 11212 2424 21699 13600,"[5.673829086680872, 5.658760908618288, 5.621747623990095, 5.535188572443969, 5.528766398390301, 5.480476999281661, 5.463973948263444, 5.459107299458704, 5.4408092281672475, 5.431321193736581]"
7204,13607 6339 11500 18039 21699 18935 19654 2795 11212 12016,"[4.062380774637886, 3.9954216974007597, 3.9829230901654173, 3.9678714116963762, 3.964037187873881, 3.960794676164983, 3.94067521390098, 3.895377406563117, 3.883702920507255, 3.8655375346479723]"
7205,18935 6339 1671 8266 13607 6464 9267 14935 21926 20402,"[3.881479570210712, 3.85568759659618, 3.8545579234201135, 3.8265919489621343, 3.825867740613202, 3.776798225936915, 3.776181988329891, 3.765443792884971, 3.7530066306284673, 3.732919996916106]"
7206,11212 17717 11500 20402 8175 17033 1130 1671 18940 15500,"[4.244722771090121, 4.093746380819885, 4.0393429013477675, 4.013868003798961, 4.006263016051913, 3.9862329834098764, 3.9669465093833174, 3.9650914906129526, 3.9580978473148325, 3.9511596185987163]"
7207,21926 12032 1671 20402 10025 6957 18935 9267 6339 19484,"[4.576707411406945, 4.557835371922394, 4.535462383071489, 4.493730052791223, 4.489677857079662, 4.4804898047545905, 4.465478072063508, 4.4556672802236035, 4.450583593064313, 4.448164005223764]"
7208,12016 6267 19654 18039 21699 13600 11337 10297 6168 17248,"[4.947225306226646, 4.812384917749494, 4.748558918742536, 4.736992937971795, 4.682437883979035, 4.661955139923482, 4.620298971982432, 4.618272664751729, 4.600392271098964, 4.595165932306228]"
7209,20402 17033 12906 15500 8175 12032 10025 12016 4944 1933,"[4.28954326569782, 4.287617877351302, 4.281026018484457, 4.27304211778024, 4.251227343604292, 4.23488986252568, 4.228677522624802, 4.222578852245136, 4.219187212826698, 4.208710603091275]"
7210,19654 6267 6339 12016 18039 21926 6957 8175 13857 18935,"[3.2092017557189236, 3.196388785056638, 3.177036196784235, 3.175481379589033, 3.168785725986396, 3.1683985514864372, 3.168153862643563, 3.1525298750105724, 3.1345783086392682, 3.1331445238075424]"
7211,18935 11500 12016 17570 20402 10082 18719 6267 21779 18039,"[4.823457149550552, 4.789412310915234, 4.746263279218967, 4.719171760040562, 4.692078921109222, 4.692068250782127, 4.673904086504884, 4.665230770980042, 4.6608328821110865, 4.654299613092804]"
7212,15500 16763 21699 20027 13729 13600 7128 10025 8128 8175,"[4.347246733394413, 4.2293484498869125, 4.196450908227882, 4.182266191561076, 4.177184756835616, 4.1205929699394055, 4.119595653278228, 4.108407073664095, 4.1018935173092155, 4.092790938725412]"
7213,15500 8175 12032 10025 12906 11500 18661 13729 21699 12176,"[4.442308277137927, 4.4134475101124835, 4.413244727768223, 4.408033151537967, 4.341870412721114, 4.313588183395922, 4.312908823817469, 4.304774671187288, 4.2949527633064735, 4.285715362999956]"
7214,21699 12016 11212 15102 11500 19327 19654 13600 19564 6267,"[5.007218731035713, 4.834009596084499, 4.737080532487113, 4.728952290838572, 4.727347574444583, 4.722461071718933, 4.719996114282648, 4.716270606783684, 4.698538330511958, 4.6882869051274465]"
7215,10895 8175 9404 2795 6339 13607 11500 20136 11412 17656,"[1.9255226931678728, 1.9229463644191125, 1.9209218241903963, 1.9080398113446493, 1.9027261580024377, 1.9024232424222978, 1.87644807501388, 1.874605070946839, 1.87089400495006, 1.866965287236849]"
7216,11212 15947 5597 13607 18935 11500 20402 1671 17033 19654,"[3.3463026160280127, 3.2548647219448568, 3.2403105138473687, 3.200393417162969, 3.188074712568652, 3.157247302840703, 3.151185330280466, 3.1495415872100136, 3.148264145803018, 3.122318751569663]"
7217,7921 12758 13585 6131 8175 19654 13607 20027 12052 18039,"[3.9872594255977596, 3.9848639121894798, 3.938183002454219, 3.9362671845906183, 3.912541382283222, 3.8780902671093176, 3.8774531559614243, 3.8625323460487118, 3.861659009347338, 3.8545768307413257]"
7218,18039 10297 11500 11521 6168 13607 11212 7595 7483 1671,"[4.557888197133749, 4.444072373051059, 4.42871757526475, 4.372104044088419, 4.370002210730568, 4.367574052113086, 4.359881033400658, 4.351517808740787, 4.326095778723817, 4.322159529279819]"
7219,21699 6339 10895 8446 11500 16763 9404 14827 3657 18935,"[4.793641483411958, 4.686553939583163, 4.665763944976471, 4.577142266088513, 4.545344086798553, 4.5202845643845615, 4.516486654092313, 4.480612848903801, 4.446947008069924, 4.445990483826158]"
7220,8266 11212 15092 13261 2424 12052 1671 17209 13607 6260,"[3.638572535660177, 3.628368181914151, 3.608469966825211, 3.5789544520031358, 3.5549932063520497, 3.5267171533618176, 3.5181327028357847, 3.5147173474090496, 3.5142923731507647, 3.512580503209172]"
7221,20027 18911 7921 17889 6267 11337 8446 8714 21699 19654,"[4.004119295197796, 3.987433259131102, 3.960428994616062, 3.9361322550615943, 3.901096858423868, 3.8973500787548536, 3.896019253602706, 3.878197704874591, 3.859908412046625, 3.848260464041081]"
7222,11500 12016 8446 8175 21699 6267 11212 11337 5400 19654,"[5.799502644359927, 5.778592089794819, 5.755556847859613, 5.725352830801018, 5.7176240314735045, 5.651572975655802, 5.624111609059876, 5.580216861641115, 5.539104745460709, 5.527695772095065]"
7223,13600 21699 11212 18039 19654 7921 4138 12016 11500 6267,"[3.8346905222567376, 3.81259585926231, 3.810395480713661, 3.8058776772175564, 3.7645813879900007, 3.7545896349455075, 3.751383565884442, 3.7419091408340535, 3.7405906636006927, 3.7320699458750863]"
7224,15500 8544 11212 6260 8073 18940 12648 17478 7921 13600,"[4.729511061294579, 4.690064295337997, 4.66238517883059, 4.625169095174338, 4.618856567631515, 4.607211305826913, 4.607047031271602, 4.605833953631057, 4.5794891469097125, 4.567292238104243]"
7225,8266 4221 6339 18935 14935 21699 5246 15500 12926 16087,"[4.084436801733929, 4.009505984448378, 4.005820357942072, 3.990618089629614, 3.9883371023714824, 3.9853309901262683, 3.9852811569595876, 3.946593795714729, 3.9377227815864932, 3.9285454801152673]"
7226,21699 11337 12016 11500 18039 10297 8446 14827 1166 19564,"[3.3166336012624043, 3.3089860708463936, 3.2907028050685936, 3.262558066204642, 3.2601257714666905, 3.2388372924333573, 3.2257178050346513, 3.2100656425212217, 3.206524118660633, 3.163572828084943]"
7227,9404 11500 21699 17209 11212 1671 13600 18039 21926 6339,"[5.826042040150836, 5.769650397135664, 5.697920448861087, 5.6295676212309225, 5.591367250283402, 5.582152668108459, 5.581331829103472, 5.5783623155841235, 5.57469328994276, 5.564202172136641]"
7228,12016 21699 19654 6267 13931 11212 11337 12758 11500 13600,"[3.9250205740755497, 3.8530059177384826, 3.807173672103171, 3.800603260003201, 3.767603110553741, 3.7398616362197314, 3.724592333930932, 3.718531651128079, 3.7091560297748205, 3.7078221193745127]"
7229,8175 11212 20161 18935 6267 12016 19654 20402 11500 17717,"[3.3931486941799522, 3.383564021375403, 3.370744557149171, 3.3683976919598013, 3.3436301031676177, 3.342404710451018, 3.3327376613004147, 3.3318953862399727, 3.3289307766618443, 3.3119979245143414]"
7230,18935 20402 11212 1671 8175 15500 11500 19654 10058 6267,"[5.124523318730522, 5.062352427235963, 5.009784035909955, 5.004506770439796, 4.992407670141342, 4.927204740817823, 4.9142068414543445, 4.908013342492483, 4.891758367858174, 4.880912663806501]"
7231,18935 6339 1671 20402 13607 11500 19654 12032 12016 6464,"[3.279850426704274, 3.2198064088075053, 3.2046987193921574, 3.194901194426327, 3.191384468877543, 3.16927259019582, 3.155886971276049, 3.1250614175593117, 3.1178268321625766, 3.112281336005577]"
7232,17570 18935 18039 12099 13600 10082 8544 1671 12257 2731,"[4.165331981701057, 4.0978040828710665, 4.031914811146623, 4.0101432350103305, 3.988336878428827, 3.9481947856512813, 3.941003471488459, 3.9215614332182307, 3.9203294223710548, 3.898602741320186]"
7233,9440 21699 2424 1671 6339 18935 13607 4894 20402 15926,"[4.38043196440429, 4.378987557684321, 4.3256446902522745, 4.313714730571126, 4.301245310174189, 4.299895217251849, 4.296220284831321, 4.294832292639347, 4.268319183943415, 4.266179487310828]"
7234,21699 6131 7921 20027 19327 5793 18039 19564 4138 20523,"[3.9113296067312855, 3.8528431500276943, 3.820783272980213, 3.810673219999505, 3.7686993371858004, 3.733037882196724, 3.721288149410312, 3.7204617300772074, 3.7201937444316973, 3.720159702685397]"
7235,13600 17570 15500 6267 8175 18942 14821 18039 7595 11212,"[4.370610134409288, 4.360316400984407, 4.356458867964702, 4.350308827910325, 4.345055493492069, 4.340063992665739, 4.334420162330922, 4.316252417867196, 4.304958354433366, 4.3021956628976055]"
7236,18039 13600 9404 21926 17209 10297 11689 10749 11212 20027,"[4.2137184149294145, 4.161763415103302, 4.135123744114036, 4.116834022120618, 4.09795830521069, 4.096644432518164, 4.0647272824895495, 4.043541141769046, 4.042487428224298, 4.0205289845399355]"
7237,11500 12016 18719 11212 10297 21926 12032 10617 12176 18039,"[3.6354637357228583, 3.6262692196070034, 3.516518098026302, 3.503964494686579, 3.4885734825291514, 3.471267815170315, 3.467061220431084, 3.4613690107444115, 3.461308965390123, 3.4485257428354728]"
7238,11500 18935 11212 12016 18719 10617 10297 21779 20571 18039,"[3.227450297293715, 3.1312010145323947, 3.115029520688802, 3.076925442202567, 3.0697465172641345, 3.06737073536647, 3.0656364155795788, 3.0517033549329633, 3.048202369952534, 3.047475722135137]"
7239,21699 6339 11500 18935 9404 16763 13607 2795 13729 1671,"[4.672687594709129, 4.623260991221481, 4.5806622227663745, 4.556414063777989, 4.522018996393064, 4.394479841426518, 4.359779587920112, 4.353426571483036, 4.353337149498944, 4.353177214427333]"
7240,8175 4259 18935 20027 21926 15500 6339 10025 16087 6957,"[4.160712101178843, 4.072925867073114, 4.060395635085708, 4.04009219633203, 4.031290909649108, 4.027387658941724, 4.021534294207402, 4.012995518781454, 4.010180898088361, 4.005469570843379]"
7241,18039 6339 13857 19654 6267 13600 18935 12016 17570 6168,"[5.484396140456337, 5.384801626855942, 5.3680785189687175, 5.3648668770272705, 5.36089694761946, 5.358467027484374, 5.356863219399312, 5.348185145586386, 5.31123043518216, 5.3006313608323685]"
7242,15500 18940 21699 19327 1130 21992 13600 12648 9823 19564,"[2.839757023822454, 2.824528782204065, 2.8008861846915947, 2.7772138499424197, 2.7656158167418314, 2.7414533701044306, 2.707963203757054, 2.7074598986673672, 2.7053582009718156, 2.7024895771245614]"
7243,12016 18039 10297 6267 11212 11500 13931 19654 13600 6168,"[5.448499555195859, 5.296253846490947, 5.2177023250877275, 5.192553704319607, 5.185062381347976, 5.180119554850702, 5.149953901655722, 5.1111805175058524, 5.090174631945276, 5.085738996616817]"
7244,8175 15500 16763 11500 18661 12032 10058 19960 1130 12176,"[3.659882812598808, 3.6523320561043855, 3.6400082489658665, 3.6123578538843217, 3.6121931379402716, 3.5919985463639446, 3.5729983628965325, 3.5689659163793124, 3.565924422878675, 3.5618461744785543]"
7245,4884 11212 11500 8266 8175 6645 12016 21926 15092 20027,"[4.511960588399067, 4.505744442570914, 4.474538635127512, 4.385119784013963, 4.384303018149122, 4.37839884592567, 4.359350496266805, 4.350376466460117, 4.346233591906676, 4.340621961660723]"
7246,8175 11212 12758 13931 12052 6267 12016 19654 15096 19327,"[4.151008404917146, 4.124429771090517, 4.029460149580626, 4.023177372300886, 4.016621151248321, 4.008009528283553, 3.9849795955293956, 3.980265993643217, 3.9686291435604257, 3.96673752484197]"
7247,10082 11764 5848 1130 13600 9359 18940 12016 11500 1166,"[3.3578404555338617, 3.355330949540641, 3.349423680986506, 3.3249269847316927, 3.3157065929499314, 3.313388243457569, 3.3037757648593784, 3.3009513724309976, 3.299670523491095, 3.286659478979571]"
7248,14827 21699 12016 11500 18935 15926 20402 6339 11337 1166,"[4.307754514086683, 4.296963607326149, 4.2796681548241216, 4.278020816195943, 4.223263305995618, 4.208699037836068, 4.203537604863621, 4.183951079574787, 4.179697448765893, 4.1327615693163375]"
7249,21699 11500 8446 8175 11212 16763 9404 19327 12016 10895,"[3.6035311450343848, 3.4996467377658447, 3.446407410359671, 3.436549280595406, 3.4316134545957304, 3.4196351018146944, 3.4187182349601812, 3.4003666566408577, 3.3987091218047265, 3.3961953077625515]"
7250,15500 20027 8175 6260 11212 4884 13600 13729 13182 21699,"[4.232903568273188, 4.141407217527293, 4.056049534370743, 4.053537185198675, 4.053525780953159, 4.036072588281039, 4.035100327656146, 4.004613136596847, 3.968356643827373, 3.9614678478083674]"
7251,8175 15500 21926 13729 1671 13600 6267 10025 21699 18661,"[5.529927973896041, 5.465463751819394, 5.44249329741625, 5.364382058581334, 5.352889843251782, 5.335241293798013, 5.312553429249649, 5.309289205600588, 5.296611928972976, 5.294177705139879]"
7252,20402 15500 13600 1671 9267 17033 22342 6922 21926 17248,"[4.317231740970492, 4.263357327847441, 4.26239354039648, 4.234895419710813, 4.230595374981733, 4.229020746899736, 4.181819588864733, 4.15716657647289, 4.1514846686822855, 4.150440013862618]"
7253,13600 21699 9404 11500 18935 15500 18039 1671 11212 6339,"[4.206698775713975, 4.1934790273632965, 4.190145950727719, 4.190135098181449, 4.166256186333625, 4.1479352975322055, 4.1470670974028545, 4.1469328493894535, 4.104691435173266, 4.099338000041458]"
7254,11500 12016 12032 11212 20402 13600 9404 18719 21926 18039,"[3.870804926296731, 3.856932776715718, 3.8514335253699046, 3.810444605921812, 3.807894078310754, 3.803375372292826, 3.7921101601290395, 3.765392504704043, 3.7505323415268608, 3.749488335584247]"
7255,20027 18039 21926 13600 8266 10749 15500 11212 8175 10297,"[4.72353658230037, 4.656082527613689, 4.634013374740355, 4.618805313650104, 4.569456369925935, 4.563924030099884, 4.544222639076129, 4.538880372830677, 4.532524198318212, 4.522657462155366]"
7256,6267 7921 12016 6131 17838 17889 7574 20027 8175 8446,"[3.260781675742825, 3.2607501855226446, 3.2311346779158256, 3.2057889314296997, 3.202199300111213, 3.1777517153833252, 3.167117098127464, 3.1629884768037435, 3.1625734154139673, 3.1620228379887987]"
7257,8175 12758 6131 13607 19654 20027 21699 11212 6267 21926,"[5.002245415278906, 4.832749424893207, 4.809495237242927, 4.8050930588778815, 4.796345537781885, 4.7946413372764125, 4.779868613533635, 4.776438328528252, 4.752870680085991, 4.752789534655786]"
7258,15500 6267 12016 13600 18940 8175 11500 21699 10082 10058,"[5.131219646022023, 5.117119725135126, 5.081659735620152, 5.000849697002039, 4.989893666666589, 4.9549990523581675, 4.93576579304533, 4.934785967404421, 4.926961709188377, 4.921053211097657]"
7259,8175 18935 1130 15500 21992 11212 11500 21699 6131 17717,"[5.6278211848294575, 5.6045338918679475, 5.592782204948215, 5.564463469397619, 5.550589401266863, 5.511842222408151, 5.471700659371435, 5.454671012443654, 5.411414223813469, 5.404338485423746]"
7260,21699 6339 18935 11500 9404 13607 10895 1671 16763 2424,"[3.3229648515887864, 3.3100363607016368, 3.214091508470805, 3.181572105042081, 3.1764660339399677, 3.170889687931079, 3.1392800537128234, 3.1147561266831447, 3.1049867060077445, 3.0978040394581443]"
7261,11500 21699 9404 12032 7260 16763 12016 5735 5319 15926,"[4.084532316924324, 4.042912975679265, 4.037089623182588, 4.023732726367711, 4.015942181349709, 4.0100231543686915, 4.006567635369178, 3.9749251231732154, 3.9678335771633337, 3.9663466284528304]"
7262,13607 18935 11412 1671 11212 8175 6339 11500 6752 3191,"[4.239554459459363, 4.087442770981869, 4.067801225855118, 4.049242601012559, 4.044052733215965, 4.027390104814245, 3.998693318682469, 3.987817301990944, 3.9316482724101154, 3.9102912444159603]"
7263,11500 12016 18039 10297 11337 6267 10617 11212 21699 19654,"[3.475672182114663, 3.4616300858130544, 3.4018245268953904, 3.3863137920381092, 3.3763755247869356, 3.3318868077477437, 3.3318782492721204, 3.322268021907676, 3.3121872431852752, 3.3097664000074905]"
7264,11212 1671 11500 8266 21926 15500 18935 13600 21699 6260,"[5.697378460888018, 5.651807260333684, 5.630849019797696, 5.595937143699426, 5.579843429767578, 5.566057302470553, 5.562963426005294, 5.562165747009865, 5.5504205802012745, 5.540282324726062]"
7265,21699 11212 11500 13600 8175 9404 12016 21926 13729 1671,"[5.8260798425349485, 5.807682911495411, 5.771302022087111, 5.71355074073313, 5.710080522254857, 5.686809465751982, 5.640441867983921, 5.623546115676628, 5.614325344995474, 5.601771195154195]"
7266,15500 16600 6022 4884 8266 4221 19574 15092 15926 11374,"[4.479090579738286, 4.435424327094153, 4.4260111193672405, 4.417836647654383, 4.406905791093382, 4.404262900177947, 4.397479586092551, 4.358861492753309, 4.339012022069934, 4.335740729800592]"
7267,11500 11212 8073 11182 6260 20027 19327 4884 21699 17209,"[4.446341040267956, 4.39888054750171, 4.391419232909474, 4.366605190326893, 4.3578538118732695, 4.3509908078471495, 4.339408386420316, 4.335830737921413, 4.332430920519589, 4.306892111903371]"
7268,7921 18039 14821 11212 13600 6267 6168 18221 17570 10297,"[3.831504362420396, 3.688744987093498, 3.652752110136752, 3.641195917675828, 3.6151641481753054, 3.5998610648623215, 3.595032684290394, 3.5847879776529745, 3.571986524441442, 3.571057959553888]"
7269,6267 7921 19654 20027 8175 17889 12016 8266 12758 18911,"[3.5658058224097386, 3.5590352481898795, 3.529747250469635, 3.526487629975981, 3.5001562513389595, 3.471537609151974, 3.4539178547195584, 3.439787779156362, 3.4193815692710574, 3.4180141071769423]"
7270,18935 19654 8175 11212 7921 13607 6267 8266 11500 20027,"[3.0551864930548347, 3.039925091468443, 3.0190484308356598, 3.013193716363357, 3.011586020649055, 3.0016167296362375, 2.990949662953862, 2.9815073351830335, 2.9707379484747225, 2.9600082499282774]"
7271,11212 13607 19654 11500 12016 13931 18935 18039 15947 6267,"[4.578381782922612, 4.539316866077834, 4.4595235358147844, 4.4591367881221435, 4.450016437078165, 4.417283414177659, 4.394889048001918, 4.378928188307713, 4.375722534702837, 4.365848453618282]"
7272,17889 7921 20027 15500 13600 18942 8175 17838 18039 3058,"[4.416615889112865, 4.415876859933889, 4.4073481894469015, 4.306175989264419, 4.216283774862027, 4.1987975286442865, 4.189633381165513, 4.1833286503201155, 4.1201005119255045, 4.114427082314685]"
7273,11212 11500 12016 13600 1671 8175 9818 20402 18935 18039,"[5.17219986156879, 5.041466574228178, 4.9019160163345585, 4.898129543090951, 4.886292951675967, 4.859943373586519, 4.857900221977429, 4.850060124321563, 4.840122749651481, 4.8338100859144]"
7274,15500 11212 6260 8544 8175 11500 1671 12032 12648 18940,"[4.413947487224715, 4.3373790457644175, 4.270410247526275, 4.250730596491917, 4.197711239817372, 4.181850446516357, 4.1737087803427135, 4.170310039257604, 4.166754536676404, 4.158296646078817]"
7275,12016 11500 13600 20402 21699 11212 18039 12032 1671 9404,"[4.237128360659197, 4.2267853009424625, 4.213241341156353, 4.197029223252885, 4.17450262064932, 4.154138595601364, 4.1444668137245175, 4.144444461137264, 4.129463504596802, 4.126781649425515]"
7276,18039 21926 10297 9404 11500 10749 7595 17656 6168 7483,"[4.5852442637427195, 4.469904446121264, 4.456240444595404, 4.434612427462855, 4.419786295014957, 4.406110945721346, 4.402410716270602, 4.398031522380796, 4.381259089726312, 4.355909960900163]"
7277,11500 8911 9404 8266 17209 3482 17656 17296 6339 17519,"[4.777608918464184, 4.763415208217364, 4.725709089345652, 4.7177672408428, 4.697799883012253, 4.6922140897202205, 4.692021774885352, 4.683844113327373, 4.676864900840329, 4.670287999112256]"
7278,7921 6131 21699 19327 1130 4138 21992 6267 13600 17452,"[4.258599309273408, 4.226085325911828, 4.225730780428223, 4.205425748530648, 4.143883636397774, 4.1339882975997915, 4.1097372556898435, 4.10535197375454, 4.104726264524702, 4.100280994445439]"
7279,15500 13600 7921 20027 18039 6267 11500 10297 11212 18942,"[3.7812654210460477, 3.711458173103241, 3.699479710690591, 3.6737986698496345, 3.665543523110126, 3.6547152800318603, 3.64927484436466, 3.638130394081558, 3.6379437429833095, 3.6305792101863745]"
7280,21699 8446 11500 12016 16763 9404 1166 14827 18039 11337,"[4.022355217748879, 3.9764977215558144, 3.910452815518172, 3.8720836379319734, 3.8656031067212595, 3.841726731016548, 3.8376275348367117, 3.8245345221074003, 3.799676843138368, 3.797508578932402]"
7281,11500 18935 11212 9404 1671 21699 13607 13600 18039 9818,"[3.6998056392286975, 3.6789826496205427, 3.6658884762214035, 3.6169493047933043, 3.6095416963244067, 3.603278078424105, 3.6007576484129484, 3.582802115143067, 3.5692789955380313, 3.565084409575653]"
7282,19654 18935 6267 12016 6339 21699 13607 8175 8266 1671,"[3.7424806387401928, 3.704544993165183, 3.6839734579518306, 3.6805149555962995, 3.659722386688994, 3.6333429208593517, 3.616856690530678, 3.6124015424371403, 3.603077347524143, 3.5945799305466504]"
7283,11212 19654 12016 18935 6267 11500 1671 20402 13607 21699,"[5.300125540203652, 5.290761418778086, 5.280281172568829, 5.2521026838866876, 5.217001026647931, 5.200671816132271, 5.191827026902526, 5.185210452618149, 5.173528043377952, 5.172760248029443]"
7284,8175 11212 12758 21926 14771 18661 13600 20027 14821 18942,"[4.009903020916735, 3.905210389272298, 3.9041111611178767, 3.8747142311525344, 3.8347094741046996, 3.811264470742576, 3.8006279712370334, 3.7925478525935437, 3.781269945968709, 3.780974494038641]"
7285,18935 21699 6339 19564 6011 11920 1671 2424 15694 12802,"[4.906117276286599, 4.722978375940621, 4.71661749860131, 4.699318376485397, 4.695533257702842, 4.68105167743124, 4.658659507479382, 4.653684238310248, 4.649972207463708, 4.648248308186148]"
7286,11212 15500 8544 13600 20402 18940 11500 6260 21526 11920,"[4.048187615035337, 4.043435644478202, 4.0148518978663, 3.9782592508642347, 3.975501445992317, 3.9462084563795132, 3.945948809254329, 3.9427759197606127, 3.9088653328488467, 3.908790002147369]"
7287,6267 19574 6866 12016 19654 15238 8016 18911 10195 8266,"[3.3182985945887546, 3.288644480362375, 3.274002362721498, 3.261336209236973, 3.260333189689583, 3.257040222279134, 3.2262825402318263, 3.2192167071109283, 3.2028116177557187, 3.1997047943560597]"
7288,18935 21699 21992 15694 13607 8913 2424 15926 19654 1671,"[3.5997955786285045, 3.542116337706813, 3.5197341183421935, 3.518895623302805, 3.5149174955804297, 3.491808645242441, 3.4750250609981466, 3.4744941263432887, 3.4657328235704883, 3.4582068706956646]"
7289,12016 6267 11212 21699 13931 19654 8175 11500 12758 11337,"[5.219396601036056, 5.06705207621067, 5.027343797692285, 5.009558051942045, 4.985209408545092, 4.9677449836559715, 4.950577296454909, 4.940963982223722, 4.90535919378617, 4.891164200876428]"
7290,8175 6267 18661 12016 15500 17717 7574 12906 1130 8446,"[4.745650118141873, 4.693653978701473, 4.648493358500393, 4.630529761221262, 4.59280275501449, 4.532272853488203, 4.525765131061685, 4.515360298408884, 4.499469473351545, 4.492718270786194]"
7291,9440 1671 20402 21699 15926 2424 13600 6840 18935 6922,"[4.969019902174267, 4.9535766676700135, 4.9445863719242, 4.942007372988938, 4.938131726059744, 4.922636200109161, 4.911814925581566, 4.909625633214601, 4.894291489861034, 4.886196553189976]"
7292,18935 13607 11212 8266 1671 6022 3520 15500 11500 19654,"[4.44742618504454, 4.300892629683221, 4.274734807902694, 4.271830358856047, 4.268500107702752, 4.2492710980299915, 4.231419862963778, 4.21657944697288, 4.204173674324732, 4.194842495942274]"
7293,18935 11500 13607 11212 8266 1671 3520 3482 10195 19654,"[4.36316692404174, 4.174022997209279, 4.173929497466134, 4.149141044785336, 4.133193645617451, 4.1323964869428655, 4.125260815358691, 4.095301485575949, 4.091368515489214, 4.087262029176699]"
7294,15500 8175 18935 13600 20402 1671 10058 6267 18661 13729,"[3.625780123647952, 3.618439633735071, 3.5608495582569817, 3.556334656740522, 3.555156889338173, 3.552565317190232, 3.5517764715835876, 3.538733241047759, 3.528695490844595, 3.525619108254937]"
7295,12032 12176 11500 20608 10025 7780 6880 21779 16228 18935,"[4.485736835257422, 4.408414039406401, 4.40621522252222, 4.347995184146087, 4.338104878717634, 4.327761361413606, 4.250764413428528, 4.247237844789942, 4.240128121027212, 4.220546866259969]"
7296,12802 8266 21699 2424 6339 14935 6022 13607 19564 12926,"[4.593328162188187, 4.558181386640703, 4.531505281302223, 4.520456048250877, 4.448001446968707, 4.421542226410515, 4.420122048100785, 4.399630064470004, 4.39747871756937, 4.3741007499270985]"
7297,11500 13600 18039 9404 11212 17209 10297 15500 20027 6260,"[4.491260724189796, 4.486707051260028, 4.470550551395659, 4.448952046541627, 4.447972471290202, 4.445897260705336, 4.438452695339777, 4.429690439987989, 4.426476031637863, 4.401705421733523]"
7298,12016 19654 8175 6267 11337 6339 13607 18935 11500 12758,"[3.9457760934120114, 3.896034573026375, 3.8900791935097834, 3.8897928079275204, 3.8878055145316393, 3.8510931780510482, 3.8291756096144485, 3.8255479259936127, 3.810233991706454, 3.7676621834503896]"
7299,11212 11500 1130 21699 13600 19327 12016 21992 9818 8175,"[5.242101306253894, 5.191367038720539, 5.091262820206986, 5.073422774676234, 5.049600968835744, 5.041086338864568, 5.01058260412845, 5.0077337695961335, 4.998696962690856, 4.986202439002479]"
