user_id,item_list,item_values
5913,11 7 17 28 5 9 27 47 50 4,0.25650015749882993 0.22685506001770078 0.2247175531824342 0.20322146833009688 0.20097232238611687 0.18461577590330142 0.17823797742961736 0.17776241372780593 0.1587404678109746 0.15586919787972708
5914,139 133 171 146 165 254 347 350 316 318,0.13675285770577242 0.11550869851016027 0.11416631678604493 0.09936991839636806 0.09611317642134869 0.09141496599473267 0.08927243912996087 0.08755695827858692 0.08615841019821611 0.08580650624323773
5915,6 1 11 17 7 14 28 88 27 47,0.03837360414718773 0.03598968347914973 0.030429084020563678 0.027091537526566366 0.025710916350210493 0.02450816996794058 0.02413943810591069 0.021607407117826515 0.02128016119689225 0.021108696244874447
5916,11 17 28 27 47 5 50 42 37 9,0.05682855005154949 0.04996337036378742 0.045185407674925446 0.0396181208450527 0.03952891772562085 0.038639876978582045 0.03534341218833319 0.034857836198097736 0.03317470226231745 0.03298190669510762
5917,20 22 33 6 19 14 45 9 65 80,0.17851723866616281 0.15752344096182613 0.15533885523068855 0.14834792177206468 0.14307861164751345 0.12873063513707034 0.11779290864215215 0.11200154657763965 0.11005048240751471 0.10981518327815085
5918,8 7 16 44 3 11 25 17 5 28,0.3692280323978253 0.30043881851727944 0.16358492156189408 0.1565859599326529 0.14233776013246421 0.12646107182039015 0.12529516485157405 0.11083201635089064 0.1084493037731724 0.1000477456098881
5919,31 58 22 20 3 48 19 65 103 80,0.7210043276350067 0.539205360578943 0.513132932462507 0.5033339192512178 0.42376530846398736 0.40626827601891985 0.3704502060482241 0.33932416708248836 0.32164333536124046 0.30693358255458103
5920,7 15 34 2 32 1 99 94 11 36,0.0019202555963901825 0.0014737277016898906 0.0014532287914531111 0.0013788921085632424 0.0013222604999836853 0.001186016205268014 0.0011488261584116017 0.0011360946188617342 0.0011230022472986105 0.0010538989185076245
5921,22 20 48 65 19 4 73 80 134 74,0.6261839067148363 0.6143899924142232 0.485338791135773 0.43521010315512854 0.4261053750768513 0.41689014169787225 0.38921079832225564 0.3551842622192005 0.33488702774274387 0.3154732902417543
5923,34 32 99 94 36 96 138 139 133 171,0.06833790329995672 0.05966291831768732 0.05402484189172031 0.05342440246940118 0.0487012719613033 0.044535869702161675 0.043880400860720356 0.0416760710276511 0.04105937411104659 0.03912793533539974
5924,22 20 33 65 45 103 73 2 9 66,0.07547782759852864 0.07326117640726797 0.05769056344907116 0.05183886475662573 0.0493005051864482 0.04765301018661378 0.046278246044162176 0.046128774964591564 0.04489164569435348 0.04468674506598317
5925,6 2 88 14 87 106 51 202 72 26,0.022650563668119534 0.018904227826357898 0.014837626309502115 0.013267531123301797 0.011748177569355445 0.0115141240985453 0.011474353438538797 0.010362993060270059 0.010221588873782871 0.010016374220799516
5926,22347 7415 7407 7408 7409 7410 7411 7412 7413 7414,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5927,4 41 40 39 55 58 139 76 133 171,0.44078436204642446 0.21152327885293745 0.21029025086889408 0.20329436998838873 0.17687455492966525 0.16391798491367174 0.15083801782224243 0.13879875278276682 0.1383942989789459 0.1324621604990105
5930,7 2 11 6 17 28 18 5 27 47,0.06538859158518971 0.025164106026473163 0.01953975195613087 0.019186521063142687 0.017236139280171387 0.015461590732684112 0.015298762201600072 0.014107253044369276 0.0135932031408773 0.013522659877226383
5933,31 40 6 17 55 58 5 9 18 76,0.44128617188553193 0.42357829267553143 0.38127929706636327 0.3632906552823872 0.35639849211185193 0.3391505773212208 0.3349441013270248 0.3334672905009029 0.3193629121283947 0.29311734347012136
5935,7 2 22 1 20 33 48 6 45 65,0.11669881124350023 0.09853217039343933 0.09227737156591194 0.08642960371868756 0.086090873707742 0.07294486588305886 0.07232266755585193 0.06417329921556829 0.06293839865447705 0.060737998933960334
5936,41 55 58 76 3 486 342 143 592 618,0.48915539778695855 0.41197254397278094 0.3815269269429414 0.3187960692986356 0.22216373985380788 0.09672117377181821 0.0835211742248779 0.07213636351203458 0.06377377126599676 0.047823445464314066
5937,47 42 4 9 35 1 122 71 8 10,0.8025471481249645 0.7008193447437445 0.4955639714328529 0.49301200294258646 0.3824157912770193 0.36354158624398286 0.35145355934774886 0.32340907546883346 0.2933556853611732 0.2834046298218461
5938,7 6 15 88 51 87 34 36 32 72,0.08707029446713743 0.03488732205501998 0.03314349066260775 0.031720306715712035 0.029105544780445528 0.027140551709551524 0.026328027876781807 0.02415435284019352 0.02362121697841221 0.022968195581030092
5939,11 20 9 19 28 48 45 5 65 66,0.24794997641083902 0.22819757821418818 0.20291923612800727 0.19700065579989523 0.19699344417935657 0.18665109326327584 0.18028657807395984 0.17727327324043216 0.16500755402723652 0.16431840182324875
5940,7 20 19 11 9 17 65 80 73 103,0.19296077174348858 0.1702059559669028 0.1458928893869328 0.1447118376586645 0.13959410029455022 0.12713784313151785 0.1250252296172461 0.12104990338328016 0.11748053091364247 0.11646145647069618
5942,55 58 76 3 11 17 34 28 9 32,0.5721014510638803 0.5301606665430495 0.4475300574731616 0.4099639612501973 0.22970481224318318 0.20198388476376156 0.18954088572480932 0.1826662686609084 0.17460022543922515 0.1677903882501735
5943,22 20 1 112 33 48 18 19 73 26,0.18190594175328267 0.17086507637518908 0.1700124243238787 0.15951980200127208 0.1585042479586085 0.15755535106103324 0.13853351106258355 0.1306147656407122 0.12378560254175762 0.12303890898936998
5944,22 20 48 33 65 19 103 73 80 170,0.036507775444432615 0.033366042449607426 0.027600092052954044 0.027011242795478372 0.024885061017682217 0.024300491904912912 0.023269769818607372 0.022404205456841044 0.02127193241309595 0.020449059461606918
5945,6 17 8 14 5 47 42 37 44 106,0.5582209561450143 0.3447353859355358 0.3345627808461304 0.2905211077343288 0.28027152497171937 0.2648115978130926 0.24115284241142224 0.22663084285567514 0.20680298826788135 0.2018128140258707
5946,1 9 20 19 33 22 48 3 45 139,0.18506190038338866 0.18382150857818258 0.15328784386013108 0.15316186963436565 0.14213745897019422 0.13393041977847647 0.12554553998844387 0.11819408629418839 0.10955014435427832 0.10668488196752746
5947,6 3 14 18 30 4 112 26 15 10,0.47094280664527244 0.2526899215190283 0.2488800006074094 0.2347262278308508 0.22600817379478788 0.22041500138121464 0.20635696169117693 0.18165091943256276 0.18106793466514365 0.17917645561222117
5948,3 76 15 32 99 94 96 138 60 20,0.7664512167660085 0.6192763678884735 0.6011947327157033 0.5843544981259884 0.5005319559746203 0.49119775250681524 0.4164881961442778 0.405774663586578 0.3887834227196427 0.37296012623556757
5949,1 7 22 20 19 48 33 65 6 73,0.001395350351784367 0.001231789598590052 0.0005338798104361309 0.0004587706708333659 0.0004173979326906448 0.00041502217674639505 0.00040384564391799445 0.00035369790835369536 0.00035177391415775806 0.0003372851751235188
5951,58 76 20 3 22 33 19 65 45 73,0.6690791527330989 0.5578570513710766 0.5412895033396452 0.5138733308060055 0.5003910467217663 0.42857172697702356 0.38088610002069817 0.3375547363307554 0.3318020349112488 0.29162786566376075
5952,6 88 51 87 72 106 202 183 179 105,0.13246093714201781 0.1111962704002056 0.08432611013317817 0.08255726379407471 0.07866960444394042 0.07850036239834801 0.07832817795859992 0.0735160269601472 0.07122078067832163 0.07055899239054765
5953,6 16 25 38 72 19 34 93 32 14,0.3617052580066504 0.30955264177787184 0.2306299367404451 0.21482460577621182 0.1490244987249886 0.14481592848071567 0.1423141043780733 0.1389180935869622 0.138328631201057 0.1370635449302982
5954,4 32 96 138 66 6 182 60 77 16,0.7763745138036986 0.6343674455751332 0.4524500575893492 0.44158977126759386 0.42616771891614613 0.4089934239338035 0.38637410953103796 0.3664663729770974 0.3641049194071952 0.3564241582994019
5955,139 133 171 261 146 165 254 347 350 292,0.11842794703982833 0.09905670797195705 0.09831447641088852 0.08712392119233006 0.08504736394690991 0.08253504763020804 0.07905202162049983 0.07743125264088849 0.07577833404661921 0.0744507646581457
5956,14 9 33 24 44 28 25 47 38 42,0.4843053818058153 0.46121585253582054 0.45472789805264013 0.4354443634935899 0.420078066638742 0.3930395809520059 0.3818270072770564 0.3435184004874833 0.33048196662074186 0.32691900764627435
5958,2 1 6 11 17 19 9 88 28 5,0.04640759038723255 0.03409202795277244 0.030858447269485594 0.015974304082359777 0.014364289312296033 0.01304766303433591 0.012839874680149473 0.012806966996939681 0.01264451433435642 0.01180481111936248
5959,22 28 9 27 47 5 112 19 48 42,0.17396796833549602 0.16950733894717088 0.16844485955142705 0.14869745215523408 0.14828764965804256 0.14805757451826398 0.14345117146745395 0.13743075918580458 0.1336767093855733 0.13250688988695755
5960,7 2 34 11 32 36 17 10 99 94,0.30138582356023597 0.11242361134330131 0.10556701172857409 0.10179472008678866 0.10079193932946137 0.09528037201843365 0.0897102732792466 0.08829982209404676 0.08365205048612624 0.08253286122765446
5961,11 17 22 28 5 27 47 19 133 56,0.17404845034762337 0.15301519559199592 0.13865933526066182 0.13832647226379705 0.13115264780751465 0.12132078427156612 0.12102074551133406 0.11552664386738465 0.11497777532261119 0.10911439289616444
5962,34 15 99 94 6 36 38 208 3 66,0.33334659146666107 0.30403898594843154 0.2645214776333222 0.25979725318522445 0.21478888426844436 0.20789001839651503 0.1718951664917626 0.17072776779098436 0.1581349036399368 0.15429325705207758
5963,8 44 16 1 25 72 3 24 14 67,0.3722070543507576 0.17062878286327574 0.14211266498543015 0.13815115295696553 0.11810818389065637 0.08773615461841953 0.07623438274558401 0.07472108013887885 0.0730415659050605 0.07026467760883286
5964,4 20 22 48 65 45 103 73 60 80,0.3830419849380509 0.2884534173493506 0.28168914923718574 0.22126142112417518 0.19627434025179022 0.18583356742750562 0.18100832035773048 0.1744849135761519 0.1742064474307066 0.16026757092392105
5965,34 32 99 15 94 96 138 36 182 208,0.103488702403013 0.0892774557971933 0.08181513788200068 0.08180217051440865 0.08090286942872633 0.06738780107916983 0.0664504657973813 0.058686751758955005 0.058520121781270876 0.05322243100217031
5966,7 11 17 28 5 27 47 50 37 42,0.0663710623573937 0.029175941328773883 0.02558572670698325 0.023148172919619542 0.020522496545637925 0.0202826091446289 0.020250629639258083 0.018106255083595358 0.017864706155518658 0.017562014891796096
5968,4 32 99 94 20 36 60 96 138 88,0.7244538261242501 0.6953195606346831 0.6191605243318049 0.5907780134114081 0.563704475108485 0.552166750992278 0.5495822009039305 0.4948359486932866 0.4829218084241374 0.4699129709333196
5969,34 32 15 11 99 3 94 9 17 96,0.017528393329909422 0.015330343177827149 0.014683905534145343 0.014270191793342334 0.013890049178151224 0.013702920233440257 0.013689495540359713 0.012687655855530727 0.012547009132409003 0.01188287937773786
5970,6 38 14 3 24 7 88 15 19 106,0.5750711934170755 0.2739669667314824 0.25824027023572943 0.2163184081529096 0.20074373377584412 0.18152896435913968 0.16945035445693127 0.1580536974512986 0.1544912603001424 0.14981327630344426
5971,7 6 88 87 51 14 26 9 106 139,0.039251332837216484 0.01928676162864732 0.015580830331756884 0.013862000364221442 0.01359837680790671 0.01289549616616946 0.012757661095556589 0.012375151843033 0.012370785863389777 0.01135637179764747
5972,4 25 3 34 32 72 99 7 94 36,0.7131382380286839 0.13348553959896045 0.1159592408212454 0.11406015891712604 0.10776060165675475 0.09130253198845212 0.09043891835222972 0.08798113181515843 0.08760946043107376 0.07555769680255667
5974,7 6 93 24 36 3 85 34 203 14,0.3512349798121911 0.3400146319153767 0.1511609662865333 0.13635481324232732 0.13600875996242373 0.13381532021713036 0.12410670240983702 0.11925998229357455 0.11911932594792124 0.11606640534015766
5975,7 11 17 28 27 47 5 50 42 37,0.02628295481466052 0.01753764367835449 0.015390880338652511 0.013923563036132472 0.01220264341437222 0.01218040362383255 0.012158227462864027 0.010878756982788037 0.010603453460696934 0.010405190010654757
5976,31 39 58 3 76 38 15 4 24 14,0.604907445539481 0.5595636328756913 0.4527911699094425 0.4046351823151109 0.382036611525698 0.25452931788037314 0.18671216945936933 0.18486102097208068 0.17763120623800593 0.15684562000835095
5977,44 15 16 25 3 26 1 51 34 112,0.3409619547101588 0.33127664396487605 0.3155424286961268 0.2993868646603437 0.2909378306713782 0.2410186767445403 0.23334921563398245 0.2300270931604232 0.2277786319709557 0.21635962169005185
5978,6 88 11 2 17 87 106 51 1 28,0.07851121131137619 0.04746228547300189 0.04550253071765324 0.04415710286463093 0.04034210599654486 0.03901429387650527 0.03863017234977294 0.03656718696956449 0.03640693171096057 0.03611919155877023
5979,8 11 17 44 3 16 28 18 112 25,0.3710657123075265 0.20164282702690114 0.17623066126851264 0.17259851866925852 0.16897466265169697 0.16659737355589596 0.15943233644134008 0.15919703132533675 0.15903862061294366 0.15680906160643093
5980,139 261 347 350 292 318 269 388 329 325,0.20680670409224283 0.15155028227834386 0.1346475029478102 0.1321713616107 0.1297628001963495 0.12927412254919332 0.1238099553377675 0.12035731822447406 0.11681528410283194 0.11616892413608172
5981,22347 7415 7407 7408 7409 7410 7411 7412 7413 7414,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5982,3 15 4 14 36 20 18 30 33 8,0.3090502496322508 0.26816082448137 0.2522636522918282 0.24688758355198506 0.190763229957201 0.18581912401123218 0.1838964845428221 0.17837780887211727 0.17708945734947168 0.17345800596017005
5983,6 3 14 9 19 33 20 25 30 128,0.09669647395481405 0.06990122443091414 0.06190027020790533 0.05479263485555312 0.047320278584030824 0.04388427478564253 0.03687459396278424 0.03482230594044451 0.03405003198753805 0.031026603637952177
5984,18 51 26 87 22 54 10 30 6 33,0.1844555258301734 0.15892646279056535 0.1538934680060747 0.15053335706429727 0.14333954367325757 0.14193772267199462 0.1414005152089485 0.1388194055267266 0.1359655041483459 0.13252055625810402
5985,44 16 6 25 3 34 32 20 15 19,0.3016068236092196 0.28587202753779484 0.25148326474577287 0.24755209181300694 0.23861743220318918 0.2079154481474832 0.20664024132825043 0.20575138687775535 0.18684643723321792 0.18056344791325568
5986,7 11 17 28 9 5 27 47 6 50,0.09455813235080338 0.045641777327422105 0.040050458237168504 0.03621448698201709 0.033753691412322595 0.03276079947313526 0.0317447394015768 0.031681848951220906 0.030402346470980366 0.028338508970302087
5987,19 170 80 9 212 83 77 194 157 8,0.6942657145017439 0.5533265109814589 0.5414354991695741 0.5006247958900072 0.4480201604243737 0.44784181410963886 0.440483090263653 0.42916349070905097 0.41360284321269086 0.4041227311129425
5988,4 20 44 16 22 19 25 33 48 45,0.43021228323006655 0.11171296995383424 0.1092501570638137 0.10175089263239158 0.09407768154918185 0.09200505799522299 0.0800156474320055 0.07926397692498491 0.07682262865142159 0.06883202619694488
5989,34 32 99 94 96 138 182 7 208 66,0.2458756444173511 0.21577002159877992 0.1945308683980698 0.19220045166790178 0.16273590169474675 0.1594412454955374 0.13925321056127613 0.12926042388904593 0.12705603568712132 0.11507453268575736
5990,11 17 28 27 47 50 42 37 9 145,0.1946311064677596 0.17141690673738513 0.15478238723224866 0.13572565364298658 0.13539802203893633 0.12088701349424952 0.11781527373471212 0.11161380472990105 0.08306062421746331 0.0791941820854462
5991,22 11 20 17 9 19 28 48 33 45,0.006208445726110828 0.005771982593353859 0.00525730482092116 0.0050759390330324325 0.004913735837424374 0.004614745601063634 0.004587575373229817 0.004331336572365382 0.004287193479958301 0.00423890096649563
5992,486 33 112 342 68 78 18 10 143 30,0.22539733984438654 0.21912441495869162 0.212180055130196 0.20167907195365875 0.19874527271467463 0.19607560863839454 0.18612536104366578 0.1833794194365974 0.18138515609843073 0.17461823623401693
5994,44 33 22 25 3 45 65 24 14 6,0.29270445721305344 0.25951935677397103 0.25743239493370507 0.23786085512682392 0.2116979530341639 0.20586664399170412 0.181181442752189 0.17904724370027542 0.17431492299691667 0.16790107168859172
5996,20 45 9 95 8 115 116 194 35 84,1.40430435820929 0.9924951126854771 0.9370230140450131 0.771250182060079 0.7185562391747364 0.7124396563968193 0.68534990788559 0.6356887795972448 0.6254589412059403 0.5658823761665149
5997,6 93 24 203 188 214 14 211 46 19,0.27893093769207594 0.13455789789568906 0.12693688426164138 0.10443613532446552 0.0950988688658131 0.09334938564116432 0.09294508858631337 0.0908403426461052 0.0740224235107758 0.07334966117362014
5998,31 3 11 17 5 27 47 9 50 37,0.8887452627647989 0.4398463120086872 0.32570340050029395 0.2863804926556609 0.2822272787043928 0.22699516482855656 0.2266461580008595 0.20743976305437667 0.20235314385543907 0.1908937979191498
5999,6 88 87 106 51 202 72 183 105 108,0.008375734403461082 0.0065177036561833305 0.005011852672534224 0.0049631658110204785 0.004780583362266641 0.004542271119395254 0.004376544998302497 0.004334839981236027 0.00419428979335572 0.004129960831715707
6000,11 17 28 5 27 47 50 42 9 37,0.19020218280643497 0.16715772529713618 0.1512294608244166 0.13516219153557454 0.13250414413831474 0.13230218559217582 0.11811475025287149 0.11477835530261751 0.11469791232538071 0.11093875465967454
6002,11 17 31 40 41 39 28 55 27 47,0.09662947991080621 0.08520417670939606 0.08357565802084817 0.08028690906643203 0.08022702439847693 0.07748764894720785 0.07677640537675837 0.06751316846741424 0.0673804783609346 0.06715406376928239
6003,4 8 20 22 44 6 19 33 48 66,0.07314244743805269 0.04237725965337596 0.029610517111768767 0.026057259025627954 0.024380936742491515 0.02368842501946785 0.021683805120167002 0.021563512375283107 0.021176755105848846 0.02041289029995807
6004,11 17 28 27 47 50 42 37 9 145,0.12357296162369066 0.1086197496271094 0.0982685334709467 0.08611276348072207 0.08596653208621394 0.0767942722512742 0.07462425741613064 0.0713419348388887 0.05357311533432937 0.05064675626499868
6005,34 32 15 99 94 36 139 96 138 133,0.03764626810593702 0.03247394488605051 0.03000084499509116 0.02976251663571125 0.029430199505345405 0.024784850526846106 0.02460303301727988 0.024529797158644586 0.02418290917413082 0.023923507999709243
6006,22347 7415 7407 7408 7409 7410 7411 7412 7413 7414,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6007,3 44 25 16 88 51 26 72 18 30,0.3328809848760901 0.3096541350267471 0.2919355041778379 0.26469947078285455 0.26008763933934853 0.2467585097417621 0.2467079492882916 0.23497478097860253 0.21093236179012811 0.2061154314927178
6008,7 15 112 36 10 18 34 32 3 54,0.04543443756495831 0.011145967479638077 0.009016634764970693 0.008873499898304963 0.007798539026115711 0.0076470761250054505 0.007420895715092796 0.007310807208287575 0.007271609833098115 0.0061190482097050955
6011,4 15 32 36 96 138 10 112 182 16,0.3453762920317307 0.3269378688366328 0.2707422562279722 0.25209566923878446 0.18966081915151428 0.18608130736143622 0.17524645342515707 0.17303581387692415 0.1638750447853372 0.15371489541477454
6013,31 40 34 55 58 15 76 99 94 96,0.5061373983378329 0.486186123436337 0.41256241131681365 0.4089008511786569 0.38000689865280185 0.35129723593868273 0.3304863062701793 0.32798852413879237 0.3225547188905315 0.2774367767598152
6014,7 11 17 28 9 5 27 47 50 42,0.0675692828442907 0.04809895397735533 0.04221866206417968 0.038192908787833484 0.035721107091966256 0.03504581353379775 0.03346640119140766 0.03341338677172564 0.02984406134401779 0.02904702477456701
6015,17 4 5 27 50 37 9 145 136 35,0.39478860684941225 0.35006634506534395 0.31532820994054445 0.31296444602262846 0.27909582454290216 0.2594631605706927 0.1899492772901863 0.18418079185946126 0.15536815957531983 0.15037042929111044
6016,4 44 16 25 3 6 52 72 5 19,0.36396489559670187 0.08695885182463783 0.0791213659640846 0.05966980054954331 0.04293932728074513 0.03675059030363976 0.03518680064138742 0.03407002587099547 0.031021452212400394 0.030820103680625748
6017,8 20 19 33 48 44 16 45 66 65,0.3949363633601479 0.26697594608175423 0.20555938935698204 0.19736135810643315 0.1933524266571335 0.18593429425504338 0.17748061833635384 0.17013896749078247 0.17004097785497288 0.16691778748032335
6018,7 22 20 2 33 48 1 4 45 65,0.052145264036353986 0.035502070661639254 0.03342001697825048 0.0331742004684988 0.028461964790430942 0.028178258169538516 0.027161387357713625 0.02640101771849064 0.024357357688276782 0.023407209116256565
6019,6 88 87 106 51 202 72 183 105 108,0.03379343748929231 0.026183046689539632 0.020493406401619754 0.02006683654406767 0.019624376180502622 0.01814641458041909 0.01743625977010726 0.017275547876794348 0.01694912062860853 0.01679055657696663
6020,6 9 11 14 19 17 28 33 31 41,0.11488791471406451 0.10945843876966878 0.09502080642287594 0.09102709349325562 0.08354607016132733 0.08295375980582269 0.07502509770934843 0.06951323241593066 0.06895182792419569 0.06621528398334631
6021,7 48 1 19 31 40 9 14 39 103,0.35316478613458735 0.23868807472198697 0.23169919659873978 0.23089928450982108 0.21046858703611504 0.20182760895538104 0.20016608030277375 0.19813247395498088 0.19466759662559663 0.19022028718248774
6024,7 6 88 15 106 18 26 108 72 90,0.4263390398849299 0.1610697932181244 0.13959093934083683 0.12198827452296564 0.10479456775964215 0.10391248732584155 0.0975109060108528 0.09667184178615922 0.09552666221526875 0.09481309806154962
6025,8 44 16 25 52 31 41 40 39 75,0.41145351497491356 0.16915983988795433 0.15798701980318686 0.11492748365959617 0.06771324121347129 0.06344283323604803 0.06086089428397994 0.06068870363192668 0.058660154930223675 0.05578015903018312
6026,4 11 17 28 8 2 27 47 50 42,0.15565390765420165 0.12189436568427467 0.10714552087265419 0.09683056059691125 0.09177273939033205 0.0906906433568146 0.08489944265703932 0.08470278549363418 0.07562878509096072 0.0737063744045458
6027,4 44 25 7 6 72 31 41 40 39,0.5935628322369747 0.14316390857064443 0.10379493207463983 0.077976628732764 0.06311595171076327 0.05718512884483095 0.056883795939080155 0.05461061264082787 0.054418358176669415 0.05265266919056259
6028,8 19 24 3 38 14 44 48 16 25,0.35666070925569543 0.25155541097372713 0.22459504403763153 0.20242799303861253 0.19918062790121346 0.1987686004355433 0.17468196756510285 0.17034420406464978 0.1606649450671169 0.1543815691844055
6030,4 6 38 24 93 3 19 14 44 188,0.3381283594040773 0.24011203202969608 0.1850234907764753 0.13447145204315417 0.11915719742559994 0.09768887287638478 0.09719711700677973 0.08590220091049393 0.08555765648880616 0.08302537501116732
6031,8 44 19 16 33 48 25 45 66 65,0.4003012947189496 0.18313236927367002 0.1805904809853021 0.17852998165633024 0.15411558619143811 0.14687766301444447 0.14199837667947102 0.13889735703189307 0.13121052735237848 0.12321689477391785
6032,34 15 32 7 99 94 36 96 138 182,0.029765067674728533 0.026652002827270344 0.02635402811573301 0.02537849571508048 0.023530864168614263 0.0232694862495574 0.02090002758695643 0.019565751184260738 0.019209383859912815 0.0168460465225427
6033,4 8 7 6 44 88 20 25 72 26,0.03704353224244031 0.02118453142388218 0.015669848569436998 0.014298764673271567 0.012255025117565242 0.010444622408804137 0.010309158341480754 0.010058983958613552 0.009948698520295451 0.009819665090225093
6034,7 15 34 32 36 6 88 51 99 11,0.06404583129298191 0.026057945139234394 0.021585610173162063 0.01939740689469486 0.01903574258878307 0.019000281179470897 0.018271415756013338 0.01806139166362106 0.017581589439530008 0.01709671419272847
6035,4 6 19 20 48 14 38 45 16 7,0.6446755840945625 0.3944125098241524 0.29651189100202374 0.29512695113404336 0.22625051516624692 0.22582036728217808 0.2104720209389606 0.18877612894431822 0.17356750761370457 0.1686760698091486
6036,7 11 17 28 5 9 27 47 22 50,0.07174515518657475 0.06407556101935113 0.0562637788283212 0.05087330290547209 0.045208316359163794 0.04503312486906268 0.04461956251742833 0.04450392611733225 0.044115521811555376 0.03974432891449531
6037,58 3 15 486 10 18 112 143 36 68,0.6535705852873198 0.46452864784599407 0.19655150449291933 0.16481453020743636 0.15593618393307104 0.15526799312896508 0.15373028164365588 0.15317064937838606 0.1531090685655754 0.14868024897386556
6039,31 40 7 3 11 17 5 28 27 47,0.7555079763432533 0.725901218666393 0.6426801963663205 0.42978592075705235 0.26243620294206527 0.2301270677423942 0.22867039108517656 0.20820978315550356 0.1824173512418716 0.18211721001240588
6040,11 17 28 27 47 50 42 37 9 145,0.18849665088652698 0.16576867640890602 0.14987134697489812 0.13138418996872783 0.131106232650428 0.11706422292524242 0.11442636832936666 0.10827871126131978 0.09161210580841399 0.07673387718660982
6041,112 18 54 10 15 68 137 30 36 59,0.15062271215579554 0.11704120446445279 0.09710292263841634 0.08748963739752257 0.08563513738705465 0.08242999870434514 0.08223520708429831 0.08138435896369997 0.08041145922442264 0.06315704454916583
6042,1 34 2 32 99 7 94 36 96 138,0.2372744998391764 0.1372787185229175 0.130345157078644 0.12232008814445448 0.10995349256244262 0.1089522378806876 0.1063214805404144 0.1033361266251318 0.08930476422214087 0.08757404197449493
6043,47 5 9 145 136 35 6 122 23 71,0.4967769038205124 0.487574936174501 0.3059305787610991 0.2905605338098051 0.24714403464797063 0.23598531853965696 0.22963965611536655 0.2180145438589974 0.2034284793423358 0.19937623357133488
6044,11 5 37 9 145 34 35 15 136 122,0.7421703117825103 0.5083448992947736 0.42627014676915814 0.35519294233804555 0.3022921452366262 0.28503303615798603 0.2619587203494654 0.2591331849084284 0.25806996679742206 0.22867492468923142
6045,34 32 2 15 99 94 7 96 138 36,0.004699846783030201 0.004189800679435967 0.004106362236348461 0.004078773957260342 0.003716352345507164 0.0036741701015037603 0.0031018701856924055 0.003065903892604243 0.003017780297097512 0.002974619550298238
6046,1 6 7 14 88 22 26 20 87 106,0.25164343686756435 0.1789226774092964 0.16637388088086277 0.10459473954300323 0.0921906655808616 0.09090548411669473 0.08181057224112451 0.0812285251731129 0.08009909579142818 0.07887048319784984
6047,11 7 17 28 5 27 47 2 50 42,0.01943306772710341 0.017830314145281644 0.017087941885680604 0.015433050115140795 0.013555879517574814 0.013533015590062406 0.013500317564346527 0.012175850397086165 0.01206785752997038 0.01173968293044417
6048,34 11 7 15 32 17 99 28 94 27,0.07883386941615483 0.07830635512785891 0.07537153501381502 0.07430568628692308 0.06978370296596464 0.06884261696112315 0.062340554959085845 0.06221487238292186 0.06163169872048956 0.0545370747264587
6049,139 133 171 146 165 254 350 292 316 318,0.13311442272461563 0.1113249504293105 0.11052246699745044 0.09560198311086138 0.09287787618017226 0.0888482304314341 0.0851852098888842 0.08368672291683268 0.08362409705641427 0.08319112878653971
6050,34 32 99 15 94 96 138 182 36 208,0.06810750234985223 0.05874213346220836 0.053842925953036816 0.05381870225539209 0.05324340864745209 0.04434849783289023 0.04373207652148054 0.038512986583929515 0.03847212712608002 0.035026506163778996
6051,15 99 344 29 262 3 101 147 346 53,0.6818636898095493 0.6654499016819565 0.33048057601676073 0.30608815136273326 0.29882144547663403 0.2925097532655838 0.2850073725362166 0.27644130282509344 0.2597019362560782 0.25447187243073427
6053,6 38 93 7 24 203 3 188 214 211,0.20618774384081237 0.17762775457273844 0.11372004005296639 0.10745456310592803 0.10450535952924872 0.08717878420353446 0.08281212050523082 0.07842758899971412 0.07633381570176923 0.07528489966985262
6055,8 6 15 32 25 38 99 94 19 36,0.6406588550727265 0.4496158478604896 0.286770882227489 0.2641975133535849 0.24441836962960595 0.2400609847119409 0.21094893185258945 0.2075412712560947 0.19177298160659362 0.18804691982445107
6056,6 88 14 106 87 51 202 72 183 26,0.041451848328470216 0.03141177878503112 0.024944469090988623 0.024159273410360484 0.024145202305226134 0.023077213167733663 0.021893297567600296 0.021681963460075768 0.02090635919791812 0.02048992991752757
6057,17 27 47 5 42 9 35 19 3 93,0.47591170532549315 0.37095388162735676 0.36636829928986936 0.3625812613450106 0.33281146818548074 0.23958304169239242 0.1851121469482612 0.18032174495946673 0.17906610036755566 0.17723125086246705
6058,38 14 24 93 15 19 203 188 211 214,0.21921826485010373 0.15623383246206635 0.1453086957197003 0.13752273621023925 0.12600476114464595 0.11634216588367424 0.1111973281578351 0.09718572188056276 0.0950199196571638 0.0932483522984727
6059,4 6 11 28 5 27 47 38 50 37,0.3901604734545842 0.2973414026749836 0.2877894564301241 0.22802778250954645 0.2109088477510918 0.20240114915048454 0.19929316835651514 0.1891069599944061 0.17797911840242775 0.16732968242962137
